"","Sample_ID","ng_g","Comment","Sender.ID","HairID","Sex","Collar_day","Collar_time","Waypoint.number","Waypoint_day","Waypoint_time","X","Y"
"680","N059B",431.99,"",29512,"G08","f","16/06/2021","01:00:09","137","16/06/2021","09:58:19",383036.686037437,5422640.41688713
"681","N060A",211.97,"",6195,"G07","f","16/06/2021","00:00:52","139","16/06/2021","11:34:25",382446.959792971,5422512.95021519
"682","N065A",367.67,"",45418,"G39","f","18/06/2021","04:01:38","N578","18/06/2021","08:45:19",392449.045083815,5420398.4645022
"683","N068A",306.84,"",29505,"G10","f","28/06/2021","00:00:13","N580","28/06/2021","09:15:02",381696.675512659,5420968.16054514
"684","N069A",198.69,"",45419,"G35","f","21/06/2021","00:00:10","N579","21/06/2021","08:33:55",390068.139898638,5420850.42469023
"685","N070A",251.83,"",45418,"G39","f","06/07/2021","02:00:11","N581","06/07/2021","08:33:55",392361.126445553,5419534.91394953
"686","N070B",208.69,"",45418,"G39","f","06/07/2021","00:00:10","N582","06/07/2021","09:31:56",392370.442398223,5419505.04336311
"687","N071A",65.78,"",45418,"G39","f","16/07/2021","00:00:40","N583","16/07/2021","09:00:51",391964.240185301,5420566.87092446
"688","N071B",197.7,"",45419,"G35","f","16/07/2021","03:00:15","N584","16/07/2021","09:47:33",391919.635059047,5420575.2986245
"689","N072A",182.05,"",45419,"G35","f","16/07/2021","01:00:40","N585","16/07/2021","10:41:14",391863.809337113,5420805.67919477
"690","N072B",195.95,"",45419,"G35","f","16/07/2021","02:00:10","N586","16/07/2021","11:11:34",391819.787640856,5420810.09319866
"691","N073A",160.09,"",29509,"G11","f","17/07/2021","00:00:39","N588","17/07/2021","08:24:13",381424.763000296,5419912.46503928
"692","N074A",277.68,"",29512,"G08","f","17/07/2021","00:00:40","N590","17/07/2021","10:58:36",381445.105388124,5423091.59215426
"693","N076A",169.87,"",6194,"G16","f","20/07/2021","02:00:53","N593","20/07/2021","09:35:17",391852.189471671,5420991.94410319
"694","N077A",176.71,"",45418,"G39","f","20/07/2021","01:00:38","N594","20/07/2021","10:54:16",391969.369873574,5420649.94952346
"695","N077B",150.15,"",45418,"G39","f","20/07/2021","01:00:38","N595","20/07/2021","11:31:39",391967.622717216,5420646.75861605
"696","N078B",350.04,"",29509,"G11","f","21/07/2021","02:00:10","N597","21/07/2021","09:57:47",382010.331546911,5419857.20784639
"697","N080A",137.05,"",6440,"G19","f","21/07/2021","21:01:02","N600","22/07/2021","06:29:19",390710.116296053,5422636.46973488
"698","N080B",169.25,"",6440,"G19","f","21/07/2021","22:00:54","N601","22/07/2021","07:21:40",390711.546819433,5422630.99272697
"699","N082A",612.7,"",9372,"G06","f","23/07/2021","00:00:19","N604","23/07/2021","09:26:20",383516.143827135,5422844.87343204
"700","N082B",303.17,"",9372,"G06","f","23/07/2021","03:00:11","N605","23/07/2021","11:09:19",383963.662281704,5422991.20795412
"701","N083B",304.79,"",29509,"G11","f","30/07/2021","01:00:11","N607","30/07/2021","09:56:52",382453.585311343,5420673.10114461
"702","N084A",78.94,"",45416,"G34","f","03/08/2021","01:15:38","N609","03/08/2021","09:23:05",391853.354756047,5421142.37631661
"703","N085A",253.54,"",45417,"G40","f","03/08/2021","00:00:07","N611","03/08/2021","12:13:24",392065.886451692,5420919.18422561
"704","N085B",292.97,"",45417,"G40","f","03/08/2021","02:15:10","N612","03/08/2021","12:47:06",392075.659526899,5420916.88186392
"705","N086A",388.71,"",6195,"G07","f","07/09/2021","01:00:39","14","07/09/2021","10:21:09",383078.970401365,5422547.22566473
"706","N087A",827.75,"",9372,"G06","f","07/09/2021","00:00:42","17","07/09/2021","12:13:53",384829.004820112,5423473.42569779
"707","N088A",599.59,"",29516,"G04","f","08/09/2021","00:00:56","569","08/09/2021","08:56:01",382370.230520279,5422992.766723
"708","N088B",279.9,"",29516,"G04","f","08/09/2021","00:00:56","570","08/09/2021","09:11:02",382365.839722313,5422996.41825401
"709","N089A",603.79,"",45419,"G35","f","07/09/2021","00:00:09","129","07/09/2021","09:19:00",390800.18241944,5421612.75566627
"710","N091A",127.75,"",29516,"G04","f","08/09/2021","00:00:38","571","08/09/2021","09:29:30",382393.217154781,5423113.38610802
"711","N091B",119.24,"",29516,"G04","f","08/09/2021","02:00:38","574","08/09/2021","09:55:35",382429.387026949,5423105.83760878
"712","N092B",98.37,"",29505,"G10","f","09/09/2021","00:00:39","575","09/09/2021","08:15:00",380508.343722229,5420433.61299709
"713","N094B",237.13,"",6194,"G16","f","10/09/2021","03:00:18","229","10/09/2021","10:04:00",391998.727917895,5420829.96977182
"714","N098C",167.04,"",9372,"G06","f","14/09/2021","01:00:15","239","14/09/2021","08:56:00",384941.935197821,5423650.24103364
"715","N099A",198.72,"",29512,"G08","f","14/09/2021","03:00:40","241","14/09/2021","10:23:00",381795.111730044,5423114.05663756
"716","N099A",200.18,"",29512,"G08","f","14/09/2021","03:00:40","241","14/09/2021","10:23:00",381795.111730044,5423114.05663756
"717","N099C",172.83,"",29512,"G08","f","14/09/2021","01:01:10","240","14/09/2021","09:58:00",381751.919036875,5423125.42849888
"718","N101C",775.54,"",29520,"G13","f","15/09/2021","03:00:09","245","15/09/2021","10:32:00",381334.680938053,5421180.15786935
"719","N103A",522.49,"",45419,"G35","f","17/09/2021","02:00:38","250","17/09/2021","10:37:00",390654.984794193,5421586.69493902
"720","N104A",404.57,"",9372,"G06","f","23/09/2021","04:00:42","254","23/09/2021","09:43:00",384917.967198397,5423666.97318616
"721","N104B",337.73,"",9372,"G06","f","23/09/2021","05:00:15","253","23/09/2021","09:32:00",384938.467932544,5423677.3359101
"722","N105A",377.46,"",29509,"G11","f","23/09/2021","03:00:10","256","23/09/2021","10:25:00",381632.864564878,5420475.97570914
"723","N105C",155.54,"",29509,"G11","f","23/09/2021","03:00:10","258","23/09/2021","10:54:00",381651.88286997,5420484.69033958
"724","N106B",592.84,"",29520,"G13","f","24/09/2021","00:00:12","259","24/09/2021","08:57:00",381469.616297589,5420662.72111098
"725","N106C",574.04,"",29520,"G13","f","24/09/2021","00:00:12","260","24/09/2021","09:15:00",381464.221350628,5420643.37456825
"726","N107A",362.89,"",29505,"G10","f","24/09/2021","03:00:10","262","24/09/2021","10:42:00",381507.779048798,5421274.55491749
"727","N109A",579.79,"",45426,"G33","f","28/09/2021","00:15:42","266","28/09/2021","11:00:00",391624.257938683,5418560.19040097
"728","N109B",630.68,"",45426,"G33","f","28/09/2021","00:15:42","267","28/09/2021","11:21:00",391626.156752005,5418563.60066845
"729","N109C",335.64,"",45426,"G33","f","28/09/2021","01:01:10","268","28/09/2021","11:23:00",391630.160104151,5418554.62671471
"730","N110A",396.89,"",45419,"G35","f","30/09/2021","00:00:09","271","30/09/2021","09:35:00",390823.890035195,5421544.12373575
"731","N110B",147.59,"",45419,"G35","f","30/09/2021","00:00:09","270","30/09/2021","09:33:00",390830.727299159,5421556.55536844
"732","N110C",60.72,"",45419,"G35","f","30/09/2021","00:00:09","269","30/09/2021","09:16:00",390831.792718295,5421562.31695286
"733","N111A",679.36,"",45416,"G34","f","30/09/2021","01:00:27","274","30/09/2021","10:46:00",390874.898336415,5421888.73799756
"734","N111B",519.03,"",45416,"G34","f","30/09/2021","01:00:27","273","30/09/2021","10:38:00",390879.49252377,5421898.87844229
"735","N111C",588.86,"",45416,"G34","f","30/09/2021","00:00:39","272","30/09/2021","10:14:00",390872.826839303,5421988.52661516
"736","N113A",519.32,"",29512,"G08","f","04/10/2021","00:00:40","276","04/10/2021","10:21:00",381392.02506161,5423164.78729442
"737","N114C",379.27,"",29520,"G13","f","07/10/2021","00:01:08","283","07/10/2021","09:06:00",381110.537387143,5420068.40882105
"738","N115B",375.56,"",29505,"G10","f","07/10/2021","00:00:38","285","07/10/2021","09:35:00",381127.532951524,5420102.40924856
"739","N115C",257.29,"",29520,"G13","f","07/10/2021","00:00:38","284","07/10/2021","09:21:00",381130.134753717,5420104.13302111
"740","N116A",535.26,"",43502,"G37","f","11/10/2021","00:00:53","286","11/10/2021","09:54:00",390871.568611422,5421879.57356782
"741","N116B",1022.03,"",6440,"G19","f","11/10/2021","00:00:53","287","11/10/2021","09:54:00",390866.771807783,5421877.77723542
"742","N117A",284.44,"",43502,"G37","f","11/10/2021","04:00:09","289","11/10/2021","11:14:00",390576.273121029,5422110.22440992
"743","N117B",314.71,"",43502,"G37","f","11/10/2021","04:00:09","290","11/10/2021","11:24:00",390577.606453264,5422110.9765964
"744","N117C",399.54,"",6440,"G19","f","11/10/2021","04:00:09","291","11/10/2021","11:31:00",390574.23485609,5422107.15084849
"745","N118A",495.46,"",45425,"G36","f","11/10/2021","03:00:09","294","11/10/2021","12:16:00",390580.48885404,5422317.08843982
"746","N119A",702.96,"",45427,"G38","f","11/10/2021","05:00:09","295","11/10/2021","13:38:00",392434.539101593,5417845.36646897
"747","N119B",515.4,"",45427,"G38","f","11/10/2021","04:00:36","296","11/10/2021","13:54:00",392463.467000633,5417847.69912368
"748","N120B",748.76,"",45418,"G39","f","13/10/2021","02:00:36","299","13/10/2021","09:23:00",392529.098208954,5419512.3200499
"749","N120C",443.12,"",45418,"G39","f","13/10/2021","02:00:36","300","13/10/2021","09:33:00",392549.063493621,5419506.37466917
"750","N121A",540.25,"",5947,"G18","f","13/10/2021","03:00:47","302","13/10/2021","10:12:00",392531.966732739,5420598.35782659
"751","N121B",318.32,"",5947,"G18","f","13/10/2021","04:00:59","301","13/10/2021","10:08:00",392553.201378657,5420590.05259921
"752","N121C",494.49,"",5947,"G18","f","13/10/2021","01:00:47","303","13/10/2021","10:53:00",392526.276857934,5420607.25253183
"753","N122C",826.54,"",9372,"G06","f","15/10/2021","00:02:15","306","15/10/2021","09:33:00",384714.081511593,5423610.58943226
"754","N123B",244.63,"",4937,"G03","f","15/10/2021","02:00:53","308","15/10/2021","10:16:00",382285.881220448,5422790.03983098
"755","N123C",281.08,"",29516,"G04","f","15/10/2021","02:00:53","307","15/10/2021","10:03:00",382293.171993025,5422791.88726893
"756","N124A",214.79,"",45416,"G34","f","18/10/2021","01:00:10","312","18/10/2021","09:33:00",391789.158904084,5418091.38745194
"757","N125A",283.87,"",45416,"G34","f","18/10/2021","01:00:36","314","18/10/2021","10:01:00",391802.494635804,5418076.00512524
"758","N128B",299.29,"",29516,"G04","f","20/10/2021","04:00:24","321","20/10/2021","09:01:00",382425.067758214,5422506.5180466
"759","N128C",506.39,"",8914,"G02","f","20/10/2021","04:00:24","322","20/10/2021","09:13:00",382426.49221629,5422504.59740172
"760","N130A",653,"",8914,"G02","f","20/10/2021","00:00:07","326","20/10/2021","10:05:00",382404.845855456,5422475.14008023
"761","N131B",1017.22,"",9372,"G06","f","25/10/2021","00:00:14","586","25/10/2021","09:11:00",384746.188799297,5423594.35490835
"762","N132A",253.27,"",45418,"G39","f","25/10/2021","00:00:11","589","25/10/2021","11:07:00",384746.188799297,5423594.35490835
"763","N132B",465.32,"",45418,"G39","f","25/10/2021","01:00:38","591","25/10/2021","11:46:00",384746.188799297,5423594.35490835
"764","N132C",359.62,"",45418,"G39","f","25/10/2021","00:00:11","590","25/10/2021","11:25:00",384746.188799297,5423594.35490835
"765","N134B",494.84,"",29520,"G13","f","26/10/2021","03:00:38","596","26/10/2021","10:39:00",380513.322025236,5420907.81239992
"766","N134C",724.34,"",29520,"G13","f","26/10/2021","03:00:38","595","26/10/2021","10:19:00",380513.543987556,5420918.1500731
"767","N135B",580.32,"",29520,"G13","f","26/10/2021","02:00:38","598","26/10/2021","11:32:00",380518.725585203,5421159.47364876
"768","N135C",626.89,"",29520,"G13","f","26/10/2021","02:00:38","599","26/10/2021","11:40:00",380518.656368803,5421156.25007211
"769","N137A",672.09,"",45427,"G38","f","27/10/2021","03:00,1","604","27/10/2021","10:21:00",391810.18297943,5417849.11820836
"770","N140A",570.83,"",29518,"G14","f","03/11/2021","01:01:08","613","03/11/2021","09:50:00",390882.210228852,5421798.40996247
"771","N140B",239.82,"",6440,"G19","f","03/11/2021","01:01:08","615","03/11/2021","10:41:00",390888.447666674,5421798.95483612
"772","N141A",271.45,"",6440,"G19","f","03/11/2021","01:00:38","614","03/11/2021","10:18:00",390889.332939672,5421799.27107874
"773","N141B",402.18,"",45425,"G36","f","03/11/2021","02:00:09","617","03/11/2021","11:25:00",390896.23844744,5421774.11526108
"774","N141C",265.65,"",43502,"G37","f","03/11/2021","02:00:09","618","03/11/2021","11:44:00",390905.97123839,5421773.59079289
"775","N142A",332.05,"",6440,"G19","f","03/11/2021","02:00:09","616","03/11/2021","11:04:00",390898.446188418,5421774.62797368
"776","N142B",312.33,"",43502,"G37","f","03/11/2021","00:00:40","621","03/11/2021","12:37:00",390928.831440387,5421811.17354537
"777","N142C",141.89,"",45425,"G36","f","03/11/2021","00:00:40","619","03/11/2021","12:05:00",390913.542979009,5421797.3506878
"778","N144A",621.01,"",45419,"G35","f","05/11/2021","02:00:40","627","05/11/2021","10:23:00",392870.441091166,5417583.43083713
"779","N145A",1370.46,"",29512,"G08","f","09/11/2021","01:00:40","628","09/11/2021","08:43:00",382356.295929615,5422572.91764683
"780","N145B",1432.57,"",29512,"G08","f","09/11/2021","01:00:40","629","09/11/2021","09:04:00",382357.325701664,5422573.1182819
"781","N148A",178.46,"",29505,"G10","f","10/11/2021","04:00:11","637","10/11/2021","08:51:00",380100.297433272,5420708.51203186
"782","N148B",174.79,"",29520,"G13","f","10/11/2021","04:00:11","638","10/11/2021","09:07:00",380099.356236831,5420705.64086747
"783","N148C",190.3,"",29505,"G10","f","10/11/2021","04:00:11","639","10/11/2021","09:23:00",380097.404983012,5420706.90620823
"784","N149A",106.45,"",29520,"G13","f","10/11/2021","02:00:09","640","10/11/2021","09:29:00",380094.693945784,5420703.51712874
"785","N149B",191.06,"",29505,"G10","f","10/11/2021","02:00:09","641","10/11/2021","09:56:00",380091.385974559,5420703.03235349
"786","N150A",283.71,"",45426,"G33","f","11/11/2021","03:00:40","643","11/11/2021","09:23:00",391118.827491338,5417916.96639906
"787","N150B",165.07,"",45426,"G33","f","11/11/2021","03:00:40","644","11/11/2021","09:24:00",391114.68971451,5417919.0488982
"788","N150C",279.12,"",45426,"G33","f","11/11/2021","03:00:40","645","11/11/2021","09:26:00",391114.55244986,5417923.27721358
"789","N151B",329.38,"",2925,"G17","f","11/11/2021","05:00:07","648","11/11/2021","11:55:00",393626.089076338,5417647.23449911
"790","N152C",589.3,"",9372,"G06","f","12/11/2021","02:00:42","651","12/11/2021","10:00:00",384098.192124769,5423471.59618091
"791","N153A",511.57,"",29516,"G04","f","15/11/2021","01:45:10","652","15/11/2021","08:44:00",382593.443054992,5423126.05889297
"792","N153B",505.63,"",29516,"G04","f","15/11/2021","05:45:40","653","15/11/2021","09:10:00",382593.428513323,5423128.83939728
"793","N154A",574.64,"",29509,"G11","f","15/11/2021","01:00:09","655","15/11/2021","10:26:00",382010.348622013,5420908.89967258
"794","N155A",567.78,"",9372,"G06","f","24/11/2021","02:00:15","660","24/11/2021","10:19:00",384732.438979489,5423358.54876716
"795","N155B",625.61,"",9372,"G06","f","24/11/2021","02:00:15","661","24/11/2021","10:47:00",384741.38527567,5423366.14776956
"796","N156A",752.83,"",29512,"G08","f","24/11/2021","06:00:13","662","24/11/2021","11:23:00",382568.145071233,5422413.52836095
"797","N156B",965.91,"",29512,"G08","f","24/11/2021","04:00:39","663","24/11/2021","11:45:00",382562.051264051,5422395.5301495
"798","N156C",684.4,"",8914,"G02","f","24/11/2021","04:00:39","664","24/11/2021","12:05:00",382551.776814677,5422411.9834208
"799","N157B",329.13,"",29505,"G10","f","24/11/2021","02:00:15","666","24/11/2021","13:40:00",380434.431776261,5420643.04993227
"800","N157C",268.68,"",29505,"G10","f","24/11/2021","02:00:15","667","24/11/2021","13:49:00",380447.259994979,5420646.6666669
"801","N160A",348.93,"",45426,"G33","f","25/11/2021","02:00:10","674","25/11/2021","11:55:00",391499.449183336,5418546.05174241
"802","N160B",456.17,"",45426,"G33","f","25/11/2021","07:00:38","676","25/11/2021","12:44:00",391251.365111426,5418465.04359449
"803","N160C",852.4,"",45426,"G33","f","25/11/2021","07:00:38","675","25/11/2021","12:23:00",391253.697303785,5418468.11167835
