"","Sample_ID","ng_g","Comment","Sender.ID","HairID","Sex","Collar_day","Collar_time","Waypoint.number","Waypoint_day","Waypoint_time","X","Y"
"264","K033C",288.27,"",83321,"G27","f","08/06/2021","02:45:09","K026","08/06/2021","10:18:00",375720.169921718,5431344.21216559
"265","K034B",330.99,"",43499,"G32","f","09/06/2021","04:00:09","K028","09/06/2021","09:05:00",377148.820114439,5431307.04741384
"266","K035A",222.42,"",45422,"G43","f","09/06/2021","04:00:39","K029","09/06/2021","09:36:00",377241.364862243,5431261.73641531
"267","K040A",438.07,"",22401,"G31","f","15/06/2021","03:00:38","K040","15/06/2021","09:21:00",382427.98673789,5433113.56159658
"268","K041B",517.37,"",43503,"G50","f","16/06/2021","02:15:10","K043","16/06/2021","08:40:00",378844.533850189,5432399.44464254
"269","K041C",425.79,"",43503,"G50","f","16/06/2021","02:15:10","K042","16/06/2021","07:56:00",378858.733315083,5432393.35134942
"270","K044A",330.55,"",29498,"G47","f","17/06/2021","04:00:36","K048","17/06/2021","10:00:00",377200.090120631,5431300.35142455
"271","K045B",472.39,"",9740,"G05","f","18/06/2021","02:00:38","K049","18/06/2021","08:19:00",385307.743995205,5420989.09146466
"272","K047B",314.64,"",45414,"G44","f","21/06/2021","04:00:38","K055","21/06/2021","09:47:00",377190.162931683,5431347.50332932
"273","K047C",262.02,"",45414,"G44","f","21/06/2021","03:00:08","K054","21/06/2021","08:42:00",377202.666036584,5431301.07289132
"274","K048A",195.75,"",22401,"G31","f","28/06/2021","01:00:36","145","28/06/2021","08:19:20",382513.975455882,5433607.17860754
"275","K048B",143.22,"",22401,"G31","f","28/06/2021","01:00:36","146","28/06/2021","08:34:23",382513.230670551,5433596.18461052
"276","K048C",190.46,"",22401,"G31","f","28/06/2021","01:00:36","147","28/06/2021","08:57:47",382501.762859427,5433582.86009056
"277","K050A",179.32,"",29521,"G22","f","06/07/2021","02:00:10","149","06/07/2021","09:57:20",380622.191633051,5432908.60237032
"278","K050C",208.06,"",29521,"G22","f","06/07/2021","00:00:11","150","06/07/2021","10:44:17",380587.980385273,5432970.06050206
"279","K053B",194.61,"",22401,"G31","f","16/07/2021","00:00:37","153","16/07/2021","09:19:08",382260.905672544,5433102.42801447
"280","K054A",334.68,"",29506,"G01","f","16/07/2021","01:00:38","154","16/07/2021","10:16:19",376980.030905837,5430961.68867716
"281","K054B",191.27,"",45423,"G48","f","16/07/2021","01:00:38","155","16/07/2021","10:21:52",376974.049988792,5430978.94821724
"282","K055B",123.84,"",45414,"G44","f","17/07/2021","01:00:09","157","17/07/2021","09:22:11",375342.993616865,5431348.22748059
"283","K057A",168.09,"",22401,"G31","f","20/07/2021","06:00:10","K063","20/07/2021","08:36:00",382614.588512422,5433207.58291846
"284","K057B",171.34,"",22401,"G31","f","20/07/2021","02:00:37","K064","20/07/2021","09:15:00",382511.822674208,5433219.32408774
"285","K058B",275.32,"",29506,"G01","f","19/07/2021","02:00:08","159","19/07/2021","09:01:01",376921.542132373,5430913.4959692
"286","K060C",234.45,"",22399,"G28","f","19/07/2021","02:00:07","162","19/07/2021","10:40:10",375407.484499129,5431454.76819458
"287","K061A",182.38,"",29518,"G14","f","20/07/2021","01:00:40","165","20/07/2021","09:43:56",390906.160000321,5422063.37882169
"288","K061C",175.92,"",29518,"G14","f","20/07/2021","01:00:40","166","20/07/2021","10:04:16",390907.172953801,5422066.47260597
"289","K062A",258.42,"",9740,"G05","f","20/07/2021","00:00:12","167","20/07/2021","12:29:00",385388.970344856,5420820.38739669
"290","K062B",205.5,"",9740,"G05","f","20/07/2021","00:00:12","168","20/07/2021","12:36:22",385376.020299527,5420821.32134637
"291","K063C",205.79,"",43499,"G32","f","20/07/2021","02:00:08","K066","20/07/2021","10:14:00",377020.582339422,5430900.28934013
"292","K064B",431.6,"",22399,"G28","f","21/07/2021","02:00:10","K068","21/07/2021","07:44:00",375425.339917664,5431429.12133813
"293","K066B",96.21,"",29506,"G01","f","21/07/2021","04:00:09","170","21/07/2021","09:17:34",376657.94266651,5430999.98068763
"294","K066C",70.05,"",43499,"G32","f","21/07/2021","04:00:09","171","21/07/2021","09:38:11",376652.849718802,5431001.20606933
"295","K067A",361.36,"",29515,"G26","f","22/07/2021","02:00:08","K075","22/07/2021","07:18:00",375380.312942326,5431381.5318794
"296","K068A",579.76,"",45414,"G44","f","22/07/2021","04:00:23","K077","22/07/2021","08:28:00",377159.591629349,5431146.10527061
"297","K068B",299.51,"",45414,"G44","f","22/07/2021","04:00:23","K078","22/07/2021","08:54:00",377154.82584598,5431138.98193257
"298","K069A",331.01,"",29520,"G13","f","22/07/2021","02:00,4","173","22/07/2021","09:15:45",381411.514863907,5420848.78706968
"299","K070A",103.46,"",4937,"G03","f","22/07/2021","00:00:40","175","22/07/2021","11:21:42",382074.756207533,5422001.26472951
"300","K071A",182.83,"",29506,"G01","f","20/07/2021","02:00:40","K067","20/07/2021","10:21:00",377023.745814239,5430901.10891972
"301","K072A",691.82,"",45422,"G43","f","23/07/2021","02:00:08","K081","23/07/2021","06:40:00",375352.527391762,5431287.51227536
"302","K072B",397.07,"",22399,"G28","f","23/07/2021","02:00:08","K082","23/07/2021","06:49:00",375343.957681706,5431293.48804
"303","K075A",678,"",29521,"G22","f","30/07/2021","03:00:09","K085","30/07/2021","06:40:00",380597.128854885,5432780.35950566
"304","K075B",535.97,"",29521,"G22","f","30/07/2021","03:00:09","K086","30/07/2021","07:06:00",380600.380788587,5432768.38986995
"305","K077B",472.63,"",29518,"G14","f","30/07/2021","02:01:00","180","30/07/2021","10:12:34",391889.264791809,5421026.02956403
"306","K078A",387.57,"",45419,"G35","f","30/07/2021","01:00:10","182","30/07/2021","11:35:44",391192.180488611,5421335.18962258
"307","K078B",333.96,"",45419,"G35","f","30/07/2021","00:03:00","181","30/07/2021","11:21:27",391204.38945794,5421337.61972031
"308","K079A",318.69,"",45416,"G34","f","30/07/2021","02:01:08","183","30/07/2021","12:11:35",391273.721650372,5421488.94400342
"309","K080B",179.28,"",29517,"G24","f","03/08/2021","03:15:09","195","03/08/2021","10:35:31",376907.826189123,5440524.5217869
"310","K080C",89.5,"",45424,"G25","f","03/08/2021","03:30:09","197","03/08/2021","11:09:45",376920.760410719,5440521.67597164
"311","K081A",120.56,"",45424,"G25","f","03/08/2021","00:00:39","199","03/08/2021","11:54:01",377074.662308637,5440477.8819366
"312","K081C",76.82,"",45424,"G25","f","03/08/2021","00:15:10","198","03/08/2021","11:46:45",377060.000462564,5440501.56306829
"313","K082A",185.95,"",22401,"G31","f","03/08/2021","03:15:08","K091","03/08/2021","08:48:00",382228.733564903,5433098.88543115
"314","K082C",192.27,"",22401,"G31","f","03/08/2021","03:15:08","K092","03/08/2021","09:15:00",382208.765181098,5433077.84614885
"315","K083A",277.19,"",22401,"G31","f","03/08/2021","02:15:10","K094","03/08/2021","09:45:00",382187.323975715,5433073.51974596
"316","K083B",198.82,"",22401,"G31","f","03/08/2021","02:15:10","K093","03/08/2021","09:32:00",382192.694170514,5433071.62625918
"317","K083C",191.87,"",22401,"G31","f","03/08/2021","02:15:10","K095","03/08/2021","10:00:00",382182.764606354,5433072.28212315
"318","K084A",222.98,"",29520,"G13","f","10/08/2021","03:00:11","201","10/08/2021","08:04:18",381717.556123624,5420874.9691093
"319","K086B",209.63,"",29520,"G13","f","10/08/2021","01:00:10","203","10/08/2021","09:43:07",381191.288956388,5420026.76089984
"320","K088A",393.97,"",22401,"G31","f","11/08/2021","02:30:09","209","11/08/2021","09:39:55",382431.269722003,5433885.28924545
"321","K089B",183.92,"",29500,"G46","f","11/08/2021","00:15:10","210","11/08/2021","11:34:50",380454.182648425,5432780.43726588
"322","K090A",54.03,"",29515,"G26","f","12/08/2021","02:00:09","213","12/08/2021","08:08:49",375399.44289508,5431432.14977321
"323","K093B",328.03,"",45419,"G35","f","12/08/2021","01:00:38","95","12/08/2021","09:48:20",391275.741606051,5421236.14379212
"324","K093C",19.76,"",45427,"G38","f","12/08/2021","01:00:38","96","12/08/2021","09:59:42",391294.754860642,5421223.09535907
"325","K094A",206.26,"",45418,"G39","f","12/08/2021","00:00:11","97","12/08/2021","11:48:04",392026.312549245,5420133.09569033
"326","K094B",320.88,"",45418,"G39","f","12/08/2021","00:00:11","98","12/08/2021","11:49:58",392024.401660078,5420136.57997797
"327","K095A",281.6,"",29512,"G08","f","13/08/2021","03:00:09","221","13/08/2021","09:22:33",381821.420952634,5423121.61569535
"328","K095B",107.43,"",29512,"G08","f","13/08/2021","03:00:09","222","13/08/2021","09:38:10",381830.05289002,5423117.65117661
"329","K096B",199.74,"",29500,"G46","f","19/08/2021","01:00:11","103","19/08/2021","09:31:48",378900.194985558,5432426.81030397
"330","K096C",146.76,"",29500,"G46","f","19/08/2021","01:00:11","104","19/08/2021","09:54:41",378898.935457659,5432426.05932573
"331","K102A",431.46,"",4937,"G03","f","20/08/2021","01:01:07","575","20/08/2021","09:31:09",382505.534601047,5421946.33218622
"332","K102B",189.09,"",6195,"G07","f","20/08/2021","01:01:07","576","20/08/2021","09:34:10",382506.204388689,5421936.42055212
"333","K102C",263.39,"",6195,"G07","f","20/08/2021","01:01:07","577","20/08/2021","09:59:09",382500.010562196,5421937.99706996
"334","K103A",279.91,"",29498,"G47","f","26/08/2021","02:00:10","118","26/08/2021","07:21:51",375413.314085574,5431424.49799257
"335","K106A",512.31,"",29512,"G08","f","02/09/2021","01:00:38","583","02/09/2021","11:04:54",381415.261509067,5423103.794173
"336","K106B",173.12,"",29512,"G08","f","02/09/2021","00:01:08","582","02/09/2021","10:43:45",381434.010063828,5423059.02212198
"337","K107A",275.3,"",29498,"G47","f","02/09/2021","02:00:10","1","02/09/2021","07:52",375413.152746289,5431459.64554294
"338","K108A",466.12,"",83321,"G27","f","02/09/2021","02:00:09","4","02/09/2021","08:34",375396.320967657,5431449.45822733
"339","K108C",279.97,"",45414,"G44","f","02/09/2021","02:00:09","6","02/09/2021","09:01",375381.466107963,5431436.11252344
"340","K110A",230.84,"",29505,"G10","f","03/09/2021","02:00:36","8","03/09/2021","12:18:41",381165.685988788,5420028.97553963
"341","K110B",172.13,"",29505,"G10","f","03/09/2021","02:00:36","9","03/09/2021","12:31:47",381158.463534275,5420016.78560077
"342","K110C",256.13,"",29505,"G10","f","03/09/2021","02:00:36","10","03/09/2021","12:56:46",381155.179007405,5420017.41176584
"343","K111A",337.85,"",22399,"G28","f","06/09/2021","01:00:10","121","06/09/2021","07:55:42",375270.487341367,5431223.62840561
"344","K112B",286.73,"",29498,"G47","f","06/09/2021","01:00:09","126","06/09/2021","08:54",375188.100077985,5431173.65537838
"345","K113C",394.13,"",43500,"G26-2","f","06/09/2021","01:00:09","128","06/09/2021","10:27",373721.256210284,5435042.0486576
"346","K114C",359.1,"",22401,"G31","f","13/09/2021","00:00:10","19","13/09/2021","09:00:00",382474.169242772,5433522.72447373
"347","K115A",17.29,"",29499,"G49","f","13/09/2021","01:00:10","22","13/09/2021","09:46:00",382516.330738434,5433563.08954916
"348","K115B",214.99,"",29499,"G49","f","13/09/2021","01:00:10","23","13/09/2021","09:46:00",382510.256105256,5433566.22097923
"349","K115C",319.36,"",29499,"G49","f","13/09/2021","01:00:10","21","13/09/2021","09:32:00",382535.732885738,5433585.1427371
"350","K117A",216.84,"",9740,"G05","f","14/09/2021","03:00:42","29","14/09/2021","10:17:00",384837.020082535,5421876.00555431
"351","K120A",338.98,"",29507,"G21","f","17/09/2021","01:00:10","135","17/09/2021","07:25:00",375329.907768249,5431273.67389689
"352","K120B",479.26,"",43499,"G32","m","17/09/2021","02:00:39","136","17/09/2021","07:34:00",375344.904824159,5431247.75739855
"353","K124A",167.39,"",45423,"G48","f","01/10/2021","03:00:38","581","01/10/2021","09:10:00",377341.561574863,5430768.51279808
"354","K124B",352.42,"",29507,"G21","f","01/10/2021","03:00:38","582","01/10/2021","09:26:00",377341.561574863,5430768.51279808
"355","K124C",514.36,"",29507,"G21","f","01/10/2021","00:00:09","583","01/10/2021","09:46:00",377341.561574863,5430768.51279808
"356","K125A",433.91,"",29521,"G22","f","01/10/2021","00:00:43","585","01/10/2021","10:23:00",377341.561574863,5430768.51279808
"357","K125C",320.86,"",29521,"G22","f","01/10/2021","00:00:43","584","01/10/2021","10:12:00",377341.561574863,5430768.51279808
"358","K126B",59.18,"",29506,"G01","f","05/10/2021","00:00:10","110","05/10/2021","09:42:00",377963.400982762,5431403.94856486
"359","K127A",238.95,"",29506,"G01","f","05/10/2021","04:00:40","114","05/10/2021","10:35:00",377971.716733908,5431359.72527619
"360","K128A",338.66,"",22401,"G31","f","07/10/2021","02:00:38","116","07/10/2021","09:28:00",378574.16533238,5432014.33520953
"361","K128B",349.38,"",22401,"G31","f","07/10/2021","02:00:38","117","07/10/2021","09:50:00",378564.772289223,5432026.2182165
"362","K128C",492.13,"",29521,"G22","f","07/10/2021","02:00:38","118","07/10/2021","10:17:00",378586.387167741,5432004.72575017
"363","K129A",201.01,"",29498,"G47","f","11/10/2021","01:00:39","119","11/10/2021","09:41:00",378065.81091124,5431574.29868207
"364","K129B",326.9,"",45422,"G43","f","11/10/2021","01:00:39","120","11/10/2021","09:55:00",378068.905193809,5431568.6700094
"365","K130A",341.77,"",43499,"G32","f","11/10/2021","02:00:33","122","11/10/2021","10:40:00",378016.547053839,5431532.45376758
"366","K130C",301.31,"",29498,"G47","f","11/10/2021","02:00:33","124","11/10/2021","11:08:00",378008.985253691,5431524.50153832
"367","K131B",306.73,"",45415,"G51","f","15/10/2021","06:00:11","127","15/10/2021","10:16:00",379908.796776196,5432196.90795385
"368","K131C",314.03,"",45415,"G51","f","15/10/2021","06:00:11","128","15/10/2021","10:36:00",379897.462359493,5432207.05127125
"369","K132B",171.38,"",45414,"G44","f","15/10/2021","03:00:20","130","15/10/2021","11:35:00",377999.75142466,5431543.61084645
"370","K132C",293.72,"",22399,"G28","m","15/10/2021","03:00:20","131","15/10/2021","11:45:00",377999.02478998,5431537.17647824
"371","K133C",279.8,"",29507,"G21","f","18/10/2021","01:01:08","136","18/10/2021","10:52:00",377918.02087426,5431571.87795169
"372","K134A",171.99,"",45423,"G48","f","18/10/2021","00:00:14","137","18/10/2021","11:10:00",377916.545426077,5431531.42888662
"373","K137C",137.92,"",43503,"G50","f","25/10/2021","04:00:10","147","25/10/2021","10:16:00",379155.468707148,5431775.54294994
"374","K138A",85.42,"",22399,"G28","f","25/10/2021","02:00:18","148","25/10/2021","11:14:00",377969.527936794,5431595.98978645
"375","K138C",400.44,"",29507,"G21","f","25/10/2021","02:00:18","149","25/10/2021","11:29:00",377975.079851595,5431579.0744717
"376","K139A",28.36,"",45422,"G43","f","26/10/2021","01:00:10","152","26/10/2021","10:39:00",378010.206245555,5431560.06282823
"377","K139C",154.34,"",45423,"G48","f","26/10/2021","01:00:10","153","26/10/2021","10:54:00",377996.473394869,5431567.48252826
"378","K140A",604.02,"",8914,"G02","f","27/10/2021","01:00:40","155","27/10/2021","10:01:00",381497.30347006,5423162.54285474
"379","K140B",755.09,"",29512,"G08","f","27/10/2021","01:00:40","154","27/10/2021","09:44:00",381489.425482671,5423170.94018245
"380","K140C",329.86,"",4937,"G03","f","27/10/2021","01:00:40","156","27/10/2021","10:17:00",381506.855240399,5423143.32263005
"381","K141A",491.25,"",6195,"G07","f","27/10/2021","01:01:00","157","27/10/2021","10:32:00",381488.119417632,5423133.71309589
"382","K142A",120.67,"",6440,"G19","f","28/10/2021","00:40:00","160","28/10/2021","11:35:00",390936.432133777,5422434.19917514
"383","K142B",528.76,"",43502,"G37","f","28/10/2021","01:00:10","163","28/10/2021","11:52:00",390969.815713377,5422489.36799012
"384","K144B",453.21,"",29500,"G46","f","08/11/2021","04:00:40","165","08/11/2021","10:27:00",378045.502386441,5432310.30800799
"385","K144C",198.28,"",43503,"G50","f","08/11/2021","04:00:40","166","08/11/2021","10:46:00",378030.334023257,5432318.87140687
"386","K147A",476.05,"",29517,"G24","f","09/11/2021","04:00:37","173","09/11/2021","12:06:00",375597.339644426,5436111.76067822
"387","K149A",577.94,"",29499,"G49","f","10/11/2021","03:00:36","176","10/11/2021","10:20:00",378213.366842368,5431579.39758926
"388","K151A",59.84,"",22357,"G30","f","11/11/2021","04:00:11","181","11/11/2021","10:05:00",377999.407439675,5431375.01958576
"389","K151C",357.59,"",45414,"G44","f","11/11/2021","04:00:11","183","11/11/2021","10:30:00",377974.887028041,5431390.79515501
"390","K152C",75.71,"",45422,"G43","f","11/11/2021","05:00:09","186","11/11/2021","11:18:00",377889.652014485,5431515.78381471
"391","K153B",356.33,"",29521,"G22","f","12/11/2021","03:00:38","188","12/11/2021","09:16:00",378363.245560981,5431677.08964371
"392","K154A",92.29,"",45423,"G48","f","12/11/2021","05:00:39","190","12/11/2021","09:45:00",377916.719640088,5431436.33792395
"393","K154C",368.13,"",45422,"G43","f","12/11/2021","05:00:39","192","12/11/2021","10:09:00",377942.101690313,5431413.20306415
"394","K159B",102.41,"",29517,"G24","f","24/11/2021","03:00:37","206","24/11/2021","10:11:00",375571.322735661,5436410.95944484
"395","K160C",313.08,"",22399,"G28","f","25/11/2021","05:00:38","211","25/11/2021","09:35:00",377973.149056355,5431321.77015061
"396","K161A",268.26,"",43499,"G32","f","25/11/2021","03:00:39","213","25/11/2021","10:02:00",377989.221867598,5431314.2989456
"397","K173A",518.89,"",29517,"G24","f","28/04/2022","04:00:12","K173A","28/04/2022","10:46:00",376304.141791917,5438543.89130912
"398","K173C",1112.91,"",45424,"G25","f","28/04/2022","03:01:08","K173C","28/04/2022","11:22:00",376285.954375919,5438579.88686506
"399","K177A",351.27,"",45419,"G35","f","04/05/2022","06:00:11","K177A","04/05/2022","10:49:00",391639.990848565,5419519.21265922
"400","K177B",195.96,"",45419,"G35","f","04/05/2022","06:00:11","K177B","04/05/2022","11:03:00",391641.520905834,5419522.51890253
"401","K178A",301.62,"",45427,"G38","f","04/05/2022","03:00:09","K178A","04/05/2022","12:09:00",391524.735773005,5419697.15452797
"402","K179B",605.9,"",45426,"G33","f","05/05/2022","06:00:45","K179B","05/05/2022","10:43:00",391935.167334013,5418000.03726019
"403","K180A",607.95,"",45416,"G34","f","05/05/2022","07:30:38","K180A","05/05/2022","11:45:00",391822.797443512,5418102.29886309
"404","K180B",553.11,"",45427,"G38","f","05/05/2022","07:30:38","K180B","05/05/2022","11:43:00",391821.416999861,5418068.96555618
"405","K183A",455.46,"",45422,"G43","f","10/05/2022","05:30:08","K183A","10/05/2022","09:50:00",376780.605909218,5431190.87792111
"406","K183B",436.6,"",45422,"G43","f","10/05/2022","05:30:08","K183B","10/05/2022","10:05:00",376780.605909218,5431190.87792111
"407","K184A",649.35,"",22399,"G28","f","10/05/2022","05:15:10","K184A","10/05/2022","10:53",376564.50351835,5431274.6445767
"408","K184B",790.54,"",22399,"G28","f","10/05/2022","05:15:10","K184B","10/05/2022","10:57:00",376559.237678961,5431268.08892101
"409","K185A",759.93,"",45414,"G44","f","10/05/2022","06:00:11","K185A","10/05/2022","11:55:00",376852.198578951,5431351.66017164
"410","K185B",669.85,"",45414,"G44","f","10/05/2022","06:00:11","K185B","10/05/2022","11:33:00",376874.466269517,5431333.37161751
"411","K187A",1112.19,"",43503,"G50","f","12/05/2022","03:00:37","K187A","12/05/2022","10:18:00",380042.084109855,5432547.34207213
"412","K188A",342.18,"",45415,"G51","f","12/05/2022","02:00:36","K188A","12/05/2022","10:31:00",380046.583122779,5431977.84167138
"413","K189B",359.66,"",45415,"G51","f","12/05/2022","00:00:34","K189B","12/05/2022","11:11:00",380028.573687801,5431990.46452215
"414","K190A",794.64,"",43501,"G45","f","12/05/2022","02:01:39","K190A","12/05/2022","11:53:00",379294.189893256,5431176.75949933
"415","K191A",487.51,"",45417,"G40","f","16/05/2022","04:00:11","K191A","16/05/2022","09:57:00",393406.690593693,5420197.89649441
"416","K191B",407.55,"",45417,"G40","f","16/05/2022","04:00:11","K191B","16/05/2022","10:21:00",393400.034379845,5420194.68797628
"417","K195A",289.58,"",83321,"G27","f","19/05/2022","02:00:08","K195A","19/05/2022","10:53:00",376652.283743739,5431209.29990295
"418","K195B",228.89,"",83321,"G27","f","19/05/2022","02:00:08","K195B","19/05/2022","10:34:00",376651.1182369,5431222.67149405
"419","K195C",352.36,"",83321,"G27","f","19/05/2022","02:00:08","K195C","19/05/2022","11:10:00",376657.401215349,5431209.18610692
"420","K196A",288.12,"",29515,"G26","f","19/05/2022","02:00:09","K196A","19/05/2022","12:06:00",376521.223890047,5431630.38081997
"421","K198A",341.47,"",43503,"G50","f","26/05/2022","02:15:38","K71","26/05/2022","10:41:00",380168.997328193,5432600.20345558
"422","K198B",1023.29,"",29521,"G22","f","26/05/2022","02:15:38","K72","26/05/2022","10:58:00",380158.98130149,5432610.42897648
"423","K199A",462.06,"very big pile, no other found",43503,"G50","f","26/05/2022","02:45:33","K73","26/05/2022","11:26:00",379935.471398327,5432554.09817582
"424","K202A",391.08,"",45424,"G25","f","30/05/2022","05:00:40","K78","30/05/2022","09:55:00",376915.046743073,5439441.12291402
"425","K203A",664.73,"",45431,"G23","f","30/05/2022","02:00:41","K81","30/05/2022","11:19:00",374585.692787988,5435720.96289853
"426","K203B",512.26,"",45431,"G23","f","30/05/2022","02:00:41","K82","30/05/2022","11:14:00",374618.564258122,5435720.21871947
"427","K204A",481.93,"",45426,"G33","f","31/05/2022","03:01:38","K85","31/05/2022","10:20:00",391465.485628205,5420792.52760616
"428","K204C",261.84,"Liver sample was in the freezer (-20�) for 5 days",45427,"G38","f","31/05/2022","03:01:38","K84","31/05/2022","10:16:00",391472.510861936,5420814.63082698
"429","K205A",410.01,"",45416,"G34","f","31/05/2022","05:30:38","K88","31/05/2022","11:05:00",391322.573493439,5420753.0601618
"430","K206A",481.49,"",45426,"G33","f","31/05/2022","00:00:38","K92","31/05/2022","12:26:00",391450.709751359,5420974.07370637
"431","K209A",267.65,"",45415,"G51","f","10/06/2022","02:00:39","K97","10/06/2022","09:52:00",378329.400216931,5430974.30071251
"432","K212A",388.84,"",45417,"G40","f","15/06/2022","05:00:09","K100","15/06/2022","09:45:00",394538.408668702,5418591.75558911
"433","K212B",424.61,"",45417,"G40","f","15/06/2022","05:00:09","K101","15/06/2022","09:46:00",394540.627795807,5418592.82555136
"434","K212C",323.55,"",45417,"G40","f","15/06/2022","05:00:09","K102","15/06/2022","10:10:00",394546.215694093,5418578.26390966
"435","K214A",532.69,"",45426,"G33","f","20/06/2022","02:00:40","K104","20/06/2022","09:27:00",391616.239244055,5420858.53417697
"436","K217B",337.56,"sample ID should have been K216B but K217B is written on all tubes",45424,"G25","f","21/06/2022","02:00:39","K107","21/06/2022","11:02:00",376767.226572553,5439887.05114322
"437","K218B",420.74,"",29517,"G24","f","21/06/2022","00:00:09","K108","21/06/2022","11:50:00",376669.38980499,5439822.50223086
"438","K219C",321,"",22401,"G31","f","22/06/2022","02:37:00","K109","22/06/2022","09:17:00",382507.888731384,5433175.14594002
"439","K222B",534.02,"",29500,"G46","f","27/06/2022","01:00:17","K117","27/06/2022","09:55:00",380058.514244047,5431920.86575728
"440","K222C",583.13,"",29500,"G46","f","27/06/2022","01:00:17","K116","27/06/2022","09:36:00",380035.748537076,5431950.27316991
"441","K223B",341.27,"",45415,"G51","f","27/06/2022","01:15:38","K119","27/06/2022","11:11:00",378996.147774836,5431059.80770581
"442","K223C",414.74,"",45415,"G51","f","27/06/2022","01:15:38","K120","27/06/2022","11:22:00",379792.161108081,5467129.523823
"443","K224C",625.72,"",43503,"G50","f","28/06/2022","02:00:38","K121","28/06/2022","09:23:00",378102.143434573,5431716.63103694
"444","K226A",174.29,"",2925,"G17","f","30/06/2022","01:00:38","K124","30/06/2022","11:06:00",394350.421138811,5417336.549815
"445","K226B",125.93,"",2925,"G17","f","30/06/2022","01:00:38","K125","30/06/2022","11:08:00",394348.180404936,5417334.36833709
"446","K227C",97.67,"",45431,"G23","f","01/07/2022","05:00:15","K127","01/07/2022","09:13:00",374621.082013719,5435766.87261944
"447","K228A",520.59,"",43500,"G26-2","f","04/07/2022","01:00:40","K129","04/07/2022","08:57:00",376279.535417567,5438063.98999974
"448","K229B",423.06,"",29517,"G24","f","04/07/2022","00:00:39","K132","04/07/2022","11:04:00",376959.448680271,5440452.19517275
"449","K229C",307.71,"35m away from the next point, Individual was in this area for hours",29517,"G24","f","04/07/2022","01:00:09","K131","04/07/2022","10:46:00",376891.201888308,5440502.64870683
"450","K230A",236.53,"",45425,"G36","f","06/07/2022","02:00:11","K133","06/07/2022","09:29:00",390160.583493493,5422092.50675557
"451","K230B",189.23,"",45425,"G36","f","06/07/2022","01:00:08","K134","06/07/2022","09:45:00",390205.754751437,5422117.19153413
"452","K230C",192.58,"",45425,"G36","f","06/07/2022","01:00:08","K135","06/07/2022","09:55:00",390212.117236578,5422142.64247765
"453","K232C",355.22,"",45426,"G33","f","06/07/2022","00:00:10","K138","06/07/2022","11:35:00",390954.818540693,5423147.75468148
"454","K233A",260.98,"",22401,"G31","f","07/07/2022","04:00:09","K139","07/07/2022","09:18:00",382751.579449145,5433496.94282922
"455","K235A",402.5,"",45426,"G33","f","11/07/2022","01:00:38","K143","11/07/2022","10:22:00",391158.08203919,5420996.46978454
"456","K235B",413.31,"",45426,"G33","f","11/07/2022","01:00:38","K144","11/07/2022","10:38:00",391160.213961734,5420993.09204428
"457","K235C",300.4,"",45426,"G33","f","11/07/2022","01:00:38","K145","11/07/2022","10:58:00",391143.260434354,5420987.86359256
"458","K236A",371.24,"",29500,"G46","f","13/07/2022","02:30:11","K146","13/07/2022","09:08:00",378879.710548359,5432258.99331055
"459","K236C",237.97,"",29500,"G46","f","13/07/2022","03:15:15","K147","13/07/2022","09:52:00",378869.504344795,5432226.96465002
"460","K237B",416.58,"",45415,"G51","f","13/07/2022","00:45:09","K149","13/07/2022","11:06:00",378086.821072052,5431784.80772552
"461","K237C",501.01,"",45415,"G51","f","13/07/2022","00:45:09","K150","13/07/2022","11:20:00",378099.514633491,5431763.39824493
"462","K238A",417.83,"",43503,"G50","f","14/07/2022","03:00:09","K151","14/07/2022","09:11:00",379907.398776684,5432675.92691354
"463","K238B",729.75,"",43503,"G50","f","14/07/2022","01:01:02","K152","14/07/2022","09:53:00",379753.674430727,5432566.93486077
"464","K238C",584.94,"",43503,"G50","f","14/07/2022","01:01:02","K153","14/07/2022","10:13:00",379759.449163815,5432563.47326955
"465","K239A",266.91,"",45417,"G40","f","15/07/2022","01:00:11","K154","15/07/2022","09:38:00",391381.050082582,5422171.95947483
"466","K239B",272.03,"",45417,"G40","f","15/07/2022","01:00:11","K155","15/07/2022","09:58:00",391375.213972118,5422173.18545146
"467","K239C",330.58,"",45417,"G40","f","15/07/2022","01:00:11","K156","15/07/2022","10:16:00",391373.771225097,5422174.32563965
"468","K240A",334.24,"a little bit dried out on the outside on top but fresh inside/bottum",45425,"G36","f","15/07/2022","02:00:09","K157","15/07/2022","11:54:00",391239.599568742,5422879.74160689
"469","K244A",173.68,"",22401,"G31","f","22/07/2022","04:00:37","K166","22/07/2022","10:16:00",382343.95345279,5433098.55179038
"470","K244B",138,"",22401,"G31","f","22/07/2022","02:00:09","K167","22/07/2022","11:01:00",382342.304268487,5433158.64018108
"471","K244C",135.68,"",22401,"G31","f","22/07/2022","02:00:09","K168","22/07/2022","11:22:00",382343.883830334,5433164.16715463
"472","K245B",320.63,"",43502,"G37","w","27/07/2022","03:00:08","K170","27/07/2022","09:39:00",390893.66200976,5422606.28884325
"473","K245C",133.93,"",43502,"G37","w","27/07/2022","03:00:08","K169","27/07/2022","09:20:00",390883.280769456,5422599.82038685
"474","K246A",416.19,"",45419,"G35","f","01/08/2022","00:00:38","K174","01/08/2022","10:17:00",390802.043252131,5421894.17084567
