"","Datum","Zeit","X","Y"
"104","27/01/2021","18:20:00",370486.320738026,5437442.44626011
"105","29/01/2021","18:00:00",394907.202798353,5414939.93311609
"106","30/01/2021","00:37:00",378093.17398308,5431674.56727824
"107","30/01/2021","00:37:00",378093.17398308,5431674.56727824
"108","30/01/2021","00:37:00",378093.17398308,5431674.56727824
"109","30/01/2021","00:37:00",378093.17398308,5431674.56727824
"110","30/01/2021",NA,377107.750088461,5432018.27894523
"111","30/01/2021",NA,377107.750088461,5432018.27894523
"112","30/01/2021",NA,377413.714628119,5430786.0466522
"113","30/01/2021",NA,377090.817890423,5431161.75284183
"114","30/01/2021",NA,378134.054305436,5430702.33632991
"115","31/01/2021",NA,371508.90005836,5436451.78990658
"116","01/02/2021","00:35:00",374827.044919495,5435437.46292626
"117","01/02/2021","00:35:00",374827.044919495,5435437.46292626
"118","08/03/2021",NA,380066.086637358,5430241.41141496
"119","09/03/2021",NA,380966.719200221,5429599.23889684
"120","01/04/2021","21:25:00",380660.092254947,5429469.47997273
"121","04/04/2021","07:29:00",371197.99483361,5437995.73157626
"122","04/04/2021",NA,371677.159906932,5437105.97101992
"123","04/04/2021",NA,377228.437297756,5432983.49892585
"124","05/04/2021","07:29:00",377531.018022214,5434367.20036132
"125","05/04/2021","07:29:00",377531.018022214,5434367.20036132
"126","05/04/2021",NA,370029.941360553,5436881.80278121
"127","06/04/2021","20:30:00",394116.278671903,5420397.85538791
"128","07/04/2021","23:00:00",394960.943986844,5415005.08301514
"129","07/04/2021",NA,387823.447898819,5417718.36128052
"130","10/04/2021","20:40:00",371724.068719504,5436919.81562875
"131","11/04/2021",NA,371724.068719504,5436919.81562875
"132","13/04/2021",NA,379194.159381702,5431849.54575852
"133","13/04/2021",NA,371677.159906932,5437105.97101992
"134","14/04/2021",NA,379945.259859768,5430211.99560644
"135","14/04/2021",NA,375871.286824376,5433252.27636857
"136","14/04/2021",NA,375871.286824376,5433252.27636857
"137","16/04/2021",NA,377531.018022214,5434367.20036132
"138","19/04/2021","16:30:00",370029.941360553,5436881.80278121
"139","20/04/2021","00:14:00",368133.716037573,5440425.13364895
"140","23/04/2021","21:00:00",387724.205012964,5418733.97837509
"141","23/04/2021",NA,372596.090093205,5438769.81985105
"142","23/04/2021",NA,372596.090093205,5438769.81985105
"143","24/04/2021","23:00:00",392857.977389669,5415524.03514482
"144","25/04/2021",NA,377275.619530084,5432981.11967183
"145","26/04/2021","23:20:00",375871.286824376,5433252.27636857
"146","27/04/2021","23:40:00",394925.349893363,5414968.83608394
"147","29/04/2021","21:00:00",382439.856839741,5419832.21789673
"148","02/05/2021","11:30:00",385809.919827206,5419234.18043767
"149","02/05/2021","23:30:00",394925.349893363,5414968.83608394
"150","03/05/2021","20:45:00",393334.679624355,5415555.36944146
"151","03/05/2021","23:00:00",392960.058195895,5415527.6339848
"152","03/05/2021","23:45:00",395081.233069416,5415083.43632263
"153","05/05/2021","19:50:00",386634.312678647,5418863.03769268
"154","05/05/2021",NA,375871.286824376,5433252.27636857
"155","07/05/2021","04:16:00",377275.619530084,5432981.11967183
"156","07/05/2021","06:25:00",375871.286824376,5433252.27636857
"157","07/05/2021","08:33:00",371216.907821813,5437989.06320265
"158","08/05/2021","20:30:00",387796.238320167,5418067.19753062
"159","10/05/2021","23:10:00",394116.278671903,5420397.85538791
"160","15/05/2021",NA,377531.018022214,5434367.20036132
"161","18/05/2021",NA,371216.907821813,5437989.06320265
"162","19/05/2021","00:34:00",374827.044919495,5435437.46292626
"163","19/05/2021","00:34:00",374827.044919495,5435437.46292626
"164","19/05/2021","00:35:00",374827.044919495,5435437.46292626
"165","19/05/2021",NA,377531.018022214,5434367.20036132
"166","20/05/2021",NA,379194.159381702,5431849.54575852
"167","20/05/2021",NA,371216.907821813,5437989.06320265
"168","20/05/2021",NA,377108.661776509,5432009.91771094
"169","20/05/2021",NA,379194.159381702,5431849.54575852
"170","22/05/2021","21:00:00",386634.312678647,5418863.03769268
"171","24/05/2021",NA,377275.619530084,5432981.11967183
"172","25/05/2021",NA,371677.159906932,5437105.97101992
"173","25/05/2021",NA,377108.661776509,5432009.91771094
"174","29/05/2021","01:15:00",395081.233069416,5415083.43632263
"175","01/06/2021","00:29:00",389034.265300486,5416665.93504656
"176","01/06/2021",NA,377712.285280927,5421539.28409402
"177","01/06/2021",NA,377275.619530084,5432981.11967183
"178","02/06/2021","23:45:00",386600.235176163,5419669.40636364
"179","02/06/2021",NA,371579.981983793,5440961.53443324
"180","02/06/2021",NA,371579.981983793,5440961.53443324
"181","03/06/2021","21:20:00",385642.000294922,5419819.1176719
"182","04/06/2021","22:10:00",386646.470282814,5418844.55271823
"183","04/06/2021","22:10:00",386646.470282814,5418844.55271823
"184","04/06/2021","22:10:00",386646.470282814,5418844.55271823
"185","04/06/2021",NA,388369.031163859,5417498.78506581
"186","04/06/2021",NA,384683.178037416,5421307.03709566
"187","06/06/2021","21:40:00",392790.269765468,5415469.7373093
"188","07/06/2021","00:20:00",394256.263332203,5418875.77027232
"189","07/06/2021",NA,379194.159381702,5431849.54575852
"190","08/06/2021","21:00:00",386647.098237333,5418860.99814838
"191","08/06/2021","23:30:00",386312.216487862,5418919.20151241
"192","08/06/2021",NA,381224.418588073,5420631.36109574
"193","08/06/2021",NA,381224.418588073,5420631.36109574
"194","09/06/2021",NA,377712.285280927,5421539.28409402
"195","09/06/2021",NA,377712.285280927,5421539.28409402
"196","09/06/2021",NA,384683.178037416,5421307.03709566
"197","09/06/2021",NA,377918.941565962,5431832.98593949
"198","09/06/2021",NA,377918.941565962,5431832.98593949
"199","10/06/2021","23:00:00",386594.542336835,5419666.96462808
"200","11/06/2021","00:42:00",385273.364241037,5421290.38877345
"201","11/06/2021","22:20:00",394364.008853872,5421914.35389966
"202","11/06/2021","22:20:00",394364.008853872,5421914.35389966
"203","11/06/2021","22:20:00",394364.008853872,5421914.35389966
"204","11/06/2021","22:20:00",394364.008853872,5421914.35389966
"205","11/06/2021","23:15:00",386773.790299776,5419439.3508934
"206","12/06/2021","22:15:00",393661.3053285,5421676.98615136
"207","14/06/2021","22:30:00",393405.295660337,5415547.34670107
"208","14/06/2021","22:45:00",384751.55283385,5419485.29282311
"209","14/06/2021","23:00:00",386610.109620745,5419675.65508405
"210","15/06/2021","23:00:00",386839.295996147,5418850.75045576
"211","15/06/2021","23:00:00",386839.295996147,5418850.75045576
"212","15/06/2021","23:45:00",392801.554938993,5415484.5321775
"213","15/06/2021","23:45:00",392801.554938993,5415484.5321775
"214","15/06/2021","23:45:00",392801.554938993,5415484.5321775
"215","17/06/2021","22:30:00",394043.862458741,5420412.02144365
"216","17/06/2021","23:50:00",390820.456925497,5415731.03815583
"217","20/06/2021","22:15:00",386646.476211253,5418848.44474244
"218","20/06/2021",NA,379194.159381702,5431849.54575852
"219","21/06/2021",NA,377712.285280927,5421539.28409402
"220","22/06/2021",NA,377918.941565962,5431832.98593949
"221","22/06/2021",NA,377275.619530084,5432981.11967183
"222","26/06/2021",NA,371723.630524216,5436919.82578058
"223","26/06/2021",NA,371579.981983793,5440961.53443324
"224","27/06/2021","00:56:00",368059.44872879,5442053.20481804
"225","27/06/2021","23:50:00",384753.169142908,5419485.48177626
"226","28/06/2021",NA,388369.031163859,5417498.78506581
"227","30/06/2021","23:00:00",385626.761700183,5419805.08528315
"228","30/06/2021",NA,384683.910391915,5421307.0219179
"229","01/07/2021","23:30:00",394972.968102748,5414969.82921343
"230","03/07/2021",NA,377223.932696035,5433077.24074472
"231","05/07/2021","00:30:00",394972.968102748,5414969.82921343
"232","05/07/2021",NA,378140.7288859,5433505.20118724
"233","05/07/2021",NA,378140.7288859,5433505.20118724
"234","05/07/2021",NA,378140.7288859,5433505.20118724
"235","06/07/2021","23:30:00",386839.295996147,5418850.75045576
"236","06/07/2021",NA,372593.187570552,5438602.50268987
"237","06/07/2021",NA,372593.187570552,5438602.50268987
"238","06/07/2021",NA,379927.03578071,5430171.01937029
"239","06/07/2021",NA,379927.03578071,5430171.01937029
"240","07/07/2021","22:30:00",394267.396730109,5418910.14171936
"241","07/07/2021","23:10:00",386773.570520971,5419439.35536305
"242","07/07/2021","23:50:00",384892.232153892,5419937.10202209
"243","08/07/2021",NA,377712.285280927,5421539.28409402
"244","09/07/2021","20:20:00",394267.396730109,5418910.14171936
"245","09/07/2021","23:15:00",386773.570520971,5419439.35536305
"246","11/07/2021","20:30:00",394267.396730109,5418910.14171936
"247","11/07/2021","23:30:00",385626.761700183,5419805.08528315
"248","11/07/2021",NA,389937.078075417,5416527.04284793
"249","12/07/2021","21:45:00",385626.761700183,5419805.08528315
"250","15/07/2021","05:30:00",393904.419061642,5418054.02986522
"251","15/07/2021","05:30:00",393904.419061642,5418054.02986522
"252","15/07/2021","05:30:00",393904.419061642,5418054.02986522
"253","15/07/2021","05:30:00",393904.419061642,5418054.02986522
"254","15/07/2021","05:30:00",393904.419061642,5418054.02986522
"255","15/07/2021","05:30:00",393904.419061642,5418054.02986522
"256","15/07/2021","05:30:00",393904.419061642,5418054.02986522
"257","15/07/2021","21:20:00",392855.264257022,5415527.86806678
"258","15/07/2021","21:20:00",392855.264257022,5415527.86806678
"259","15/07/2021","22:00:00",394439.641998684,5417054.08243174
"260","15/07/2021",NA,379178.537126131,5431877.68911799
"261","17/07/2021","01:00:00",392855.264257022,5415527.86806678
"262","17/07/2021","01:00:00",392855.264257022,5415527.86806678
"263","19/07/2021","22:30:00",385636.629676274,5419821.6745126
"264","20/07/2021",NA,377712.285280927,5421539.28409402
"265","21/07/2021",NA,371579.981983793,5440961.53443324
"266","21/07/2021",NA,371648.303858061,5436191.97510118
"267","22/07/2021","21:15:00",394267.396730109,5418910.14171936
"268","22/07/2021","21:15:00",394267.396730109,5418910.14171936
"269","23/07/2021","22:30:00",394439.641998684,5417054.08243174
"270","23/07/2021","22:30:00",394439.641998684,5417054.08243174
"271","23/07/2021","22:30:00",394439.641998684,5417054.08243174
"272","23/07/2021","22:30:00",394439.641998684,5417054.08243174
"273","27/07/2021","21:20:00",385626.761700183,5419805.08528315
"274","28/07/2021","08:00:00",387919.75273156,5417615.00562145
"275","28/07/2021",NA,380423.013940714,5427759.27131177
"276","30/07/2021",NA,377712.285280927,5421539.28409402
"277","31/07/2021","23:50:00",394925.276576551,5414968.8374657
"278","31/07/2021","23:50:00",394925.276576551,5414968.8374657
"279","01/08/2021",NA,376010.165950984,5433109.81609097
"280","01/08/2021",NA,376010.165950984,5433109.81609097
"281","02/08/2021","02:00:00",393904.419061642,5418054.02986522
"282","02/08/2021","02:00:00",393904.419061642,5418054.02986522
"283","02/08/2021","02:00:00",393904.419061642,5418054.02986522
"284","02/08/2021",NA,378363.705626298,5433404.66032548
"285","02/08/2021",NA,377175.627129766,5431292.21841085
"286","03/08/2021",NA,378413.183717487,5431926.66803207
"287","04/08/2021","20:55:00",386958.861666677,5419180.15457573
"288","05/08/2021","21:45:00",385640.201075429,5419817.15294226
"289","09/08/2021",NA,377712.285280927,5421539.28409402
"290","09/08/2021",NA,378880.805987636,5423821.34397223
"291","09/08/2021",NA,377031.983204779,5432103.92494568
"292","10/08/2021","00:20:00",385355.903657156,5419962.00711234
"293","10/08/2021","00:23:00",385752.03012797,5421230.49763606
"294","10/08/2021","00:23:00",385752.03012797,5421230.49763606
"295","10/08/2021","00:23:00",385752.03012797,5421230.49763606
"296","10/08/2021","00:23:00",385752.03012797,5421230.49763606
"297","10/08/2021","00:23:00",385752.03012797,5421230.49763606
"298","10/08/2021","22:40:00",395006.806865576,5414975.19653857
"299","10/08/2021","22:50:00",386958.861666677,5419180.15457573
"300","11/08/2021",NA,385047.779948214,5419910.53460413
"301","11/08/2021",NA,384600.236052678,5421441.09190618
"302","12/08/2021",NA,393961.916450441,5415528.05701193
"303","12/08/2021",NA,382298.640382366,5430170.24950569
"304","13/08/2021","20:35:00",384532.989936478,5419117.28221595
"305","13/08/2021","20:35:00",384532.989936478,5419117.28221595
"306","17/08/2021","05:20:00",394442.61569688,5417056.25006148
"307","17/08/2021","05:20:00",394442.61569688,5417056.25006148
"308","17/08/2021","05:20:00",394442.61569688,5417056.25006148
"309","17/08/2021","05:20:00",394442.61569688,5417056.25006148
"310","17/08/2021","05:20:00",394442.61569688,5417056.25006148
"311","17/08/2021","05:20:00",394442.61569688,5417056.25006148
"312","17/08/2021","05:20:00",394442.61569688,5417056.25006148
"313","18/08/2021",NA,377712.285280927,5421539.28409402
"314","23/08/2021",NA,382298.640382366,5430170.24950569
"315","25/08/2021","00:25:00",387119.175385376,5419061.91739298
"316","25/08/2021","00:33:00",387157.206445209,5420395.593852
"317","25/08/2021","00:47:00",374825.293287145,5435651.03762719
"318","25/08/2021","00:48:00",374799.855638745,5435592.66792369
"319","25/08/2021","21:00:00",394255.750473405,5418875.78001149
