# ;Datum;Zeit;Breitengrad_wgs;Laengengrad_wgs
398;13/12/2021;17:05;48.91969;13.42735
399;14/04/2021;23:58;49.039643;13.301537
400;08/11/2021;NA:NA;48.878561;13.567288
401;27/01/2022;08:30;48.94485;13.40234
402;15/07/2021;NA:NA;48.906336;13.552165
403;04/06/2021;NA:NA;48.912159;13.452931
404;28/02/2022;NA:NA;48.897447;13.559763
405;07/12/2021;NA:NA;48.897434;13.559772
406;20/09/2021;NA:NA;48.914221;13.42402
407;12/01/2022;16:00;49.006602;13.380992
408;28/10/2021;18:00;49.066384;13.312201
409;22/01/2022;17:55;49.054164;13.298041
410;05/10/2021;NA:NA;48.917029;13.425886
411;27/07/2021;NA:NA;48.920609;13.438758
412;11/01/2022;487:12:00;49.067104;13.241605
413;17/07/2021;NA:NA;48.883438;13.538517
414;27/08/2021;20:30;49.081099;13.2376
415;19/11/2021;08:25;49.059317;13.28651
416;07/07/2021;NA:NA;48.92166;13.42869
417;24/04/2021;NA:NA;48.883404;13.538548
418;08/06/2021;21:15;48.92721;13.37844
419;17/09/2021;07:00;48.9339;13.43351
420;30/08/2021;22:50;48.94485;13.40234
421;08/12/2021;19:05;49.066702;13.271606
422;02/03/2022;07:50;49.060492;13.286164
423;03/10/2021;NA:NA;48.94113;13.55743
424;06/06/2021;NA:NA;48.882904;13.537639
425;03/10/2021;NA:NA;48.912686;13.457198
427;03/05/2021;NA:NA;48.879822;13.568977
428;03/07/2021;23:15;49.038342;13.32009
429;05/07/2021;NA:NA;48.878782;13.567536
430;07/05/2021;02:00;49.081278;13.236375
431;02/03/2022;06:30;49.08935;13.25013
432;14/11/2021;17:25;49.012568;13.357785
433;20/05/2021;21:50;49.02769;13.347402
434;01/02/2022;08:30;49.021427;13.328445
435;03/10/2021;NA:NA;48.94113;13.55743
436;25/08/2021;NA:NA;48.913786;13.556747
437;02/06/2021;NA:NA;48.919568;13.452071
438;03/01/2022;17:30;49.022308;13.322001
439;10/01/2022;08:36;49.020682;13.329573
440;18/10/2021;NA:NA;48.913937;13.453642
441;10/11/2021;NA:NA;48.910184;13.425707
442;20/06/2021;NA:NA;48.912194;13.452936
443;06/09/2021;21:10;48.93469;13.33024
444;24/09/2021;NA:NA;48.912686;13.457198
445;07/01/2022;19:30;49.006602;13.380992
446;15/06/2021;NA:NA;48.883039;13.537789
447;15/02/2022;07:30;48.94485;13.40234
448;10/01/2022;17:20;49.022522;13.322294
449;03/12/2021;NA:NA;48.881216;13.572003
450;28/02/2022;NA:NA;48.897447;13.559763
451;15/07/2021;NA:NA;48.906336;13.552165
452;19/01/2022;NA:NA;48.913851;13.556444
453;18/08/2021;21:00;48.93469;13.33024
454;24/01/2022;17:50;49.022522;13.322294
455;27/11/2021;NA:NA;48.919457;13.451777
456;29/12/2021;09:35;49.059317;13.28651
457;26/04/2021;556:48:00;49.039643;13.301537
458;12/08/2021;23:25;48.883637;13.553601
459;15/10/2021;507:36:00;0;0
460;01/02/2022;08:30;49.021427;13.328445
461;15/07/2021;NA:NA;48.906336;13.552165
462;29/10/2021;18:00;49.08771;13.318928
464;19/12/2021;07:10;48.911258;13.463405
465;12/10/2021;20:10;48.95139;13.34285
468;11/06/2021;NA:NA;48.94113;13.55743
469;28/07/2021;20:15;48.991159;13.365414
470;02/03/2022;07:55;49.060492;13.286164
471;30/11/2021;18:00;49.057169;13.278684
473;01/02/2022;08:30;49.021427;13.328445
474;09/09/2021;NA:NA;48.914221;13.42402
475;06/04/2021;NA:NA;48.92745;13.554442
476;03/12/2021;07:32;49.067259;13.271726
477;06/02/2022;NA:NA;48.917097;13.42684
478;10/09/2021;06:20;48.91574;13.47261
480;27/12/2021;NA:NA;48.912686;13.457198
481;25/08/2021;22:30;48.92604;13.44926
482;26/10/2021;NA:NA;48.913504;13.423884
483;01/11/2021;17:05;49.022877;13.320222
484;11/12/2021;08:15;49.025024;13.335598
485;29/01/2022;09:00;49.020679;13.329677
486;03/10/2021;NA:NA;48.94113;13.55743
487;05/09/2021;NA:NA;48.918976;13.435038
488;11/01/2022;487:12:00;49.067104;13.241605
489;05/02/2022;08:16;49.060492;13.286164
490;20/11/2021;17:00;48.903169;13.455509
492;02/09/2021;19:30;49.081305;13.236219
493;13/01/2022;07:30;49.067259;13.271726
494;01/12/2021;16:58;49.02246;13.32071
495;08/07/2021;22:15;48.93469;13.33024
496;06/02/2022;NA:NA;48.917097;13.42684
497;13/04/2021;22:45;49.073434;13.242955
498;24/01/2022;NA:NA;48.885037;13.510333
499;18/01/2022;18:00;48.948529;13.3373
500;23/07/2021;NA:NA;48.897435;13.559722
501;27/10/2021;08:00;49.027093;13.341233
502;21/12/2021;NA:NA;48.897414;13.559838
503;21/07/2021;22:00;49.108086;13.240402
504;27/10/2021;08:00;49.027093;13.341233
505;05/11/2021;17:35;49.038806;13.303032
506;28/08/2021;NA:NA;48.906336;13.552165
507;23/04/2021;21:00;49.088585;13.255007
508;26/02/2022;14:00;48.900379;13.4768
509;24/05/2021;23:00;49.037486;13.320826
510;11/08/2021;22:45;48.935139;13.42428
511;07/01/2022;16:10;48.93469;13.33024
512;01/11/2021;17:05;49.022877;13.320222
513;13/01/2022;NA:NA;48.873497;13.54247
514;23/09/2021;19:15;49.022461;13.321793
515;10/12/2021;17:25;49.028708;13.318916
516;26/10/2021;07:45;48.92703;13.32998
517;27/01/2022;08:30;48.94485;13.40234
518;23/02/2022;445:12:00;48.914296;13.556741
519;11/01/2021;01:15;49.039637;13.308452
520;14/04/2021;23:58;49.039643;13.301537
521;01/09/2021;504:00:00;0;0
522;23/04/2021;21:00;49.088585;13.255007
523;24/11/2021;NA:NA;48.885297;13.509915
524;13/01/2022;13:30;48.94485;13.40234
525;15/05/2021;22:20;49.05;13.3239
526;28/02/2022;NA:NA;48.897447;13.559763
527;12/10/2021;20:10;48.92761;13.33154
528;19/05/2021;08:25;49.059086;13.286588
529;01/10/2021;06:45;48.92721;13.37844
530;30/06/2021;NA:NA;48.920609;13.438758
531;01/12/2021;18:00;49.054577;13.276365
532;05/10/2021;NA:NA;48.917029;13.425886
533;08/06/2021;21:15;48.92721;13.37844
534;13/12/2021;NA:NA;48.884914;13.510719
535;29/12/2021;08:10;48.94485;13.40234
536;20/09/2021;NA:NA;48.914221;13.42402
537;28/10/2021;18:00;49.066384;13.312201
538;14/09/2021;NA:NA;48.914221;13.42402
539;23/07/2021;NA:NA;48.897435;13.559722
540;28/02/2022;NA:NA;48.897447;13.559763
541;13/12/2021;17:15;49.061593;13.296082
542;13/01/2022;17:55;49.028779;13.318941
543;10/12/2021;412:48:00;0;13.NA
544;15/10/2021;NA:NA;48.881268;13.571801
545;01/02/2022;08:30;49.021427;13.328445
546;25/10/2021;21:15;48.92002;13.42752
547;23/12/2021;07:20;48.911258;13.463405
548;11/04/2021;22:10;49.07177;13.243656
549;11/01/2021;01:15;49.039637;13.308452
550;12/10/2021;20:10;48.92761;13.33154
551;06/12/2021;NA:NA;48.883109;13.537951
552;17/08/2021;NA:NA;48.897455;13.559763
553;14/01/2022;NA:NA;48.917234;13.427348
554;30/10/2021;NA:NA;48.918784;13.443359
555;25/03/2022;08:30;48.94485;13.40234
556;21/12/2021;NA:NA;48.897414;13.559838
557;15/07/2021;NA:NA;48.906336;13.552165
558;05/10/2021;NA:NA;48.917029;13.425886
559;14/06/2021;NA:NA;48.917571;13.426898
560;09/08/2021;21:35;49.029555;13.317766
561;15/07/2021;NA:NA;48.897435;13.559722
562;22/03/2022;22:15;49.08935;13.25013
563;29/01/2022;09:00;49.020679;13.329677
564;13/10/2021;18:50;49.066729;13.271573
565;29/12/2021;08:10;48.94485;13.40234
566;03/10/2021;NA:NA;48.94113;13.55743
567;09/12/2021;NA:NA;48.91346;13.423932
568;27/01/2022;08:30;48.94485;13.40234
569;26/06/2021;23:30;49.108086;13.240402
570;20/10/2021;459:36:00;0;0
572;30/11/2021;18:00;49.057169;13.278684
573;22/12/2021;487:12:00;49.10104;13.206077
574;19/01/2022;17:30;49.017476;13.327149
575;10/03/2022;23:00;49.043115;13.321756
576;10/09/2021;06:20;48.91574;13.47261
577;20/05/2021;23:50;49.02769;13.347402
578;31/01/2022;420:00:00;49.025463;13.337342
579;05/10/2021;NA:NA;48.917029;13.425886
580;29/10/2021;NA:NA;48.911577;13.453008
581;26/09/2021;NA:NA;48.919545;13.451994
582;17/10/2021;19:10;49.038257;13.303665
583;10/08/2021;NA:NA;48.915234;13.4571
584;10/02/2022;NA:NA;48.920755;13.439034
585;04/06/2021;23:00;48.93394;13.425459
586;27/10/2021;08:00;49.027093;13.341233
587;29/08/2021;NA:NA;48.920609;13.438758
588;10/09/2021;06:20;48.91574;13.47261
589;19/11/2021;08:50;49.060492;13.286164
590;23/11/2021;NA:NA;48.883361;13.540524
591;25/11/2021;NA:NA;48.913667;13.556509
592;01/10/2021;20:15;48.92145;13.43082
593;16/03/2022;20:45;49.012709;13.133581
594;03/12/2021;07:31;49.067259;13.271726
595;15/11/2021;06:55;48.9339;13.43351
596;26/10/2021;NA:NA;48.900877;13.471575
597;03/12/2021;16:45;49.066811;13.271692
598;05/01/2022;17:10;48.89988;13.452504
599;29/01/2022;09:00;49.020679;13.329677
600;29/03/2022;22:08;49.043115;13.321756
601;19/11/2021;08:46;49.059317;13.28651
602;29/01/2022;09:00;49.020679;13.329677
603;06/07/2021;22:32;49.087085;13.255021
604;02/03/2022;18:00;49.5384;13.29706
606;02/11/2021;NA:NA;48.897434;13.559772
607;12/02/2022;12:00;48.94257;13.41937
609;05/10/2021;NA:NA;48.917029;13.425886
610;15/07/2021;NA:NA;48.906336;13.552165
611;02/11/2021;NA:NA;48.897434;13.559772
612;11/06/2021;NA:NA;48.917531;13.454503
613;01/10/2021;06:45;48.92721;13.37844
614;01/10/2021;06:45;48.92721;13.37844
615;11/01/2022;19:00;48.89988;13.452504
616;05/09/2021;NA:NA;48.918976;13.435038
617;28/06/2021;23:00;48.900379;13.4768
618;22/07/2021;NA:NA;48.914097;13.556894
619;04/01/2022;24:00:00;48.92765;13.36274
620;24/03/2022;NA:NA;0;13.NA
621;19/01/2022;01:25;48.926499;13.35682
622;28/02/2022;NA:NA;48.897447;13.559763
623;17/06/2021;NA:NA;48.884914;13.510719
624;13/08/2021;NA:NA;48.914221;13.42402
625;07/05/2021;01:00;49.037486;13.320826
626;16/11/2021;17:25;49.049545;13.324032
627;05/10/2021;463:12:00;48.91964;13.393697
628;29/01/2022;07:45;49.060492;13.286164
629;15/07/2021;NA:NA;48.906336;13.552165
631;27/01/2022;08:30;48.94485;13.40234
632;24/10/2021;18:50;49.038257;13.303665
633;09/07/2021;NA:NA;48.914097;13.556894
634;29/12/2021;08:10;48.94485;13.40234
635;10/10/2021;18:30;48.902721;13.456022
636;06/11/2021;NA:NA;48.918724;13.443291
637;19/05/2021;22:45;49.05;13.3239
639;27/06/2021;NA:NA;48.917573;13.426928
640;24/02/2022;10:20;49.059317;13.28651
641;18/10/2021;21:40;48.93469;13.33024
642;17/08/2021;NA:NA;48.897455;13.559763
643;23/12/2021;NA:NA;48.873597;13.542129
644;07/12/2021;16:30;48.912252;13.452741
645;23/07/2021;NA:NA;48.897435;13.559722
646;15/07/2021;NA:NA;48.883438;13.538517
647;09/09/2021;NA:NA;48.914221;13.42402
648;25/05/2021;23:10;49.02872;13.318837
649;01/02/2022;08:30;49.021427;13.328445
651;10/01/2022;397:12:00;49.08875;13.2137
652;19/01/2022;17:45;49.022905;13.319738
653;29/01/2022;08:05;49.060492;13.286164
654;05/05/2021;NA:NA;48.912323;13.45276
655;19/05/2021;08:15;49.059086;13.286588
656;07/12/2021;17:25;49.061647;13.296323
657;26/11/2021;07:15;48.929519;13.36286
658;11/12/2021;08:15;49.025024;13.335598
659;11/01/2022;14:05;48.94485;13.40234
660;29/01/2022;09:00;49.020679;13.329677
661;06/12/2021;16:15;48.900379;13.4768
662;20/09/2021;NA:NA;48.914221;13.42402
663;11/10/2021;07:10;48.9339;13.43351
664;28/11/2021;17:15;48.95139;13.34285
665;29/12/2021;09:00;49.020679;13.329677
666;28/08/2021;NA:NA;48.906336;13.552165
667;15/06/2021;NA:NA;48.883039;13.537789
668;28/09/2021;20:35;48.935139;13.42428
669;29/01/2022;09:00;49.020679;13.329677
670;25/10/2021;18:45;49.059624;13.318565
671;11/10/2021;07:10;48.9339;13.43351
672;10/06/2021;NA:NA;48.919545;13.451994
673;27/09/2021;19:45;49.006424;13.382629
674;30/12/2022;17:20;49.093704;13.238313
675;15/02/2022;07:30;48.94485;13.40234
676;20/05/2021;22:00;49.081278;13.236375
677;31/07/2021;NA:NA;48.878765;13.566881
678;10/09/2021;06:20;48.91574;13.47261
679;14/11/2021;17:15;49.012568;13.357785
681;10/02/2022;NA:NA;48.920755;13.439034
682;10/08/2021;05:00;48.92197;13.43501
683;29/10/2021;18:00;49.08771;13.318928
684;11/12/2021;09:00;49.024605;13.334313
685;10/02/2022;NA:NA;48.920755;13.439034
687;29/12/2021;08:41;49.059317;13.28651
688;29/12/2021;09:45;49.059317;13.28651
689;28/02/2022;NA:NA;48.897447;13.559763
690;09/12/2021;09:15;48.91944;13.45512
691;23/01/2022;18:00;48.948529;13.3373
692;09/01/2022;17:35;49.028615;13.318861
693;01/10/2021;06:45;48.92721;13.37844
694;05/04/2021;01:45;49.05;13.3239
695;05/10/2021;NA:NA;48.917029;13.425886
696;24/02/2022;10:25;49.059317;13.28651
697;22/07/2021;NA:NA;48.914097;13.556894
698;14/01/2022;NA:NA;48.917234;13.427348
699;30/06/2021;23:20;48.93394;13.42546
700;06/07/2021;NA:NA;48.912258;13.455567
701;19/01/2022;01:35;48.926499;13.35764
702;14/01/2022;NA:NA;48.917234;13.427348
703;14/04/2021;21:00;49.013112;13.358157
704;17/06/2021;NA:NA;48.927565;13.55345
705;15/07/2021;NA:NA;48.906336;13.552165
707;27/10/2021;08:00;49.027093;13.341233
708;29/11/2021;17:15;49.061593;13.296082
709;28/02/2022;NA:NA;48.897447;13.559763
710;11/07/2021;NA:NA;48.914097;13.556894
711;08/12/2021;17:15;49.037229;13.308026
713;03/12/2021;17:25;48.93459;13.33026
714;29/01/2022;08:15;49.060492;13.286164
715;10/01/2022;08:36;49.020682;13.329573
716;15/02/2022;07:30;48.94485;13.40234
717;18/01/2022;17:50;49.0127;13.357687
718;27/12/2021;NA:NA;48.883426;13.53971
719;16/02/2022;22:45;49.073163;13.243808
720;24/09/2021;NA:NA;48.917573;13.426928
721;02/05/2021;NA:NA;48.915509;13.441409
722;05/10/2021;NA;48.916057;13.408984
723;27/04/2021;NA:NA;48.878765;13.566881
724;07/06/2021;23:50;49.02769;13.347402
725;01/06/2021;21:35;48.93469;13.33024
726;31/07/2021;NA:NA;48.878765;13.566881
728;10/02/2022;NA:NA;48.920755;13.439034
729;01/11/2021;17:05;49.022877;13.320222
730;07/12/2021;17:26;49.061647;13.296323
731;18/01/2022;20:35;48.553879;13.22584
732;10/08/2021;05:45;48.933459;13.44006
733;01/06/2021;23:15;49.037486;13.320826
734;15/02/2022;07:30;48.94485;13.40234
735;08/06/2021;NA:NA;48.912769;13.44835
737;15/10/2021;20:10;0;0
738;17/08/2021;NA:NA;48.897455;13.559763
739;14/01/2022;NA:NA;48.917234;13.427348
740;10/02/2022;NA:NA;48.920755;13.439034
741;01/02/2022;08:30;49.021427;13.328445
742;02/08/2021;21:20;49.022286;13.319979
744;04/12/2021;09:30;49.025469;13.339908
745;03/12/2021;NA:NA;48.917084;13.425939
746;23/04/2021;NA:NA;48.911361;13.467665
747;15/06/2021;NA:NA;48.912258;13.455567
748;02/10/2021;NA:NA;48.918872;13.443295
749;09/08/2021;21:00;48.93469;13.33024
750;05/10/2021;NA:NA;48.917029;13.425886
751;08/06/2021;NA:NA;48.912307;13.452935
752;27/10/2021;19:00;49.057367;13.306308
753;07/06/2021;NA:NA;48.913786;13.556747
754;09/11/2021;17:50;48.989108;13.370225
755;03/12/2021;NA:NA;48.912686;13.457198
756;20/12/2021;17:20;49.056355;13.283101
757;27/01/2022;08:30;48.94485;13.40234
758;19/11/2021;08:40;49.059317;13.28651
759;02/08/2021;NA:NA;48.906336;13.552165
760;19/11/2021;08:40;49.060492;13.286164
761;05/10/2021;NA:NA;48.917029;13.425886
762;05/12/2021;469:12:00;0;0
763;19/01/2022;17:50;49.022522;13.322294
764;10/08/2021;05:45;48.933459;13.44006
765;09/06/2021;23:00;48.93394;13.425459
768;02/06/2021;22:15;49.108086;13.240402
769;15/11/2021;06:55;48.9339;13.43351
770;05/10/2021;NA:NA;48.917029;13.425886
771;04/08/2021;NA:NA;48.915234;13.4571
772;23/01/2022;NA:NA;48.879019;13.567707
773;23/03/2022;21:30;49.09425;13.23828
774;27/10/2021;08:00;49.027093;13.341233
775;28/09/2021;19:35;49.028905;13.318895
776;02/12/2021;17:35;49.036475;13.321126
777;03/05/2021;NA:NA;48.883768;13.54504
778;16/11/2021;17:25;49.049545;13.324032
779;11/01/2022;14:05;48.94485;13.40234
780;24/11/2021;15:30;48.92721;13.37844
781;01/02/2022;08:30;49.021427;13.328445
782;11/10/2021;07:00;48.9339;13.43351
783;10/09/2021;06:20;48.91574;13.47261
784;30/11/2021;16:15;49.03575;13.3444
785;28/08/2021;NA:NA;48.906336;13.552165
786;11/07/2021;NA:NA;48.920609;13.438758
787;07/12/2021;17:35;49.056355;13.283101
789;19/11/2021;08:43;49.059317;13.28651
790;05/03/2022;NA:NA;48.927189;13.55355
791;03/12/2021;NA:NA;48.881216;13.572003
792;25/05/2021;18:45;49.073434;13.242955
794;09/12/2021;17:10;49.057169;13.278664
795;29/12/2021;09:00;49.020679;13.329677
796;24/11/2021;NA:NA;48.885297;13.509915
797;16/02/2022;22:45;49.073163;13.243808
798;17/03/2022;23:00;48.927639;13.36262
800;29/05/2021;NA:NA;48.879822;13.568977
801;27/01/2022;08:30;48.94485;13.40234
802;10/02/2022;NA:NA;48.920755;13.439034
803;29/09/2021;463:12:00;48.91964;13.393697
804;13/03/2022;511:12:00;49.072966;13.243692
805;23/11/2021;NA:NA;48.881216;13.572003
806;07/12/2021;NA:NA;48.897434;13.559772
807;07/12/2021;NA:NA;48.878993;13.568026
808;22/10/2021;18:45;49.050542;13.316633
809;03/11/2021;19:00;48.982093;13.367524
810;03/01/2022;NA:NA;48.941036;13.55796
811;16/11/2021;17:25;49.049545;13.324032
812;17/12/2021;14:25;48.94485;13.40234
813;08/10/2021;422:10:00;48.914332;13.423373
814;13/08/2021;NA:NA;48.914221;13.42402
815;30/10/2021;NA:NA;48.918784;13.443359
816;08/12/2021;16:15;49.05384;13.29706
817;16/12/2021;412:48:00;0;13.NA
818;25/11/2021;16:50;48.95139;13.34285
819;29/01/2022;09:00;49.020679;13.329677
820;01/09/2021;06:00;48.9339;13.43351
821;19/05/2021;08:20;49.059086;13.286588
822;31/08/2021;20:35;49.028905;13.318895
823;05/05/2021;23:58;49.039643;13.301537
824;17/12/2021;14:20;48.94485;13.40234
825;12/09/2021;NA:NA;48.919091;13.410383
826;10/09/2021;NA:NA;48.884815;13.510931
827;22/05/2021;NA:NA;48.912323;13.45276
828;03/01/2022;NA:NA;48.941036;13.55796
829;11/01/2022;14:00;48.94485;13.40234
830;16/12/2021;17:10;48.948529;13.3373
831;19/11/2021;08:27;49.059317;13.28651
832;26/09/2021;511:12:00;0;0
833;21/07/2021;22:45;49.06521;13.242857
834;27/01/2022;08:30;48.94485;13.40234
835;28/09/2021;20:35;48.935139;13.42428
836;05/12/2021;469:12:00;0;0
837;01/02/2022;08:30;49.021427;13.328445
838;20/12/2021;17:18;49.081263;13.236395
839;05/07/2021;21:45;49.042372;13.332501
840;01/09/2021;NA:NA;48.883768;13.555236
841;17/07/2021;NA:NA;48.883438;13.538517
842;19/07/2021;NA:NA;48.92076;13.438884
843;26/01/2022;17:35;49.017102;13.325552
844;16/09/2021;09:10;48.933459;13.44006
845;19/11/2021;08:26;49.059317;13.28651
846;10/02/2022;NA:NA;48.920755;13.439034
847;14/10/2021;NA:NA;48.927082;13.553931
848;28/03/2022;559:12:00;48.922646;13.375592
849;23/07/2021;NA:NA;48.897435;13.559722
850;06/07/2021;23:15;49.012746;13.357926
851;18/01/2022;18:05;49.057184;13.278492
852;14/11/2021;17:15;49.012568;13.357785
853;10/09/2021;06:20;48.91574;13.47261
854;30/01/2022;16:30;48.95139;13.34285
855;01/02/2022;08:30;49.021427;13.328445
857;02/08/2021;NA:NA;48.906336;13.552165
858;11/01/2022;18:00;49.057184;13.278492
859;02/12/2021;NA:NA;48.914418;13.555933
860;29/12/2021;08:10;48.94485;13.40234
861;26/06/2021;23:05;49.07177;13.243656
862;28/11/2021;NA:NA;48.917084;13.425939
863;11/12/2021;08:15;49.025024;13.335598
864;11/12/2021;NA:NA;48.873593;13.54261
865;24/11/2021;NA:NA;48.885297;13.509915
866;15/06/2021;NA:NA;48.883039;13.537789
867;18/12/2021;17:30;49.049663;13.306153
868;10/08/2021;05:45;48.933459;13.44006
869;24/01/2022;NA:NA;48.917313;13.426316
870;28/03/2022;21:30;49.09425;13.23828
871;27/01/2022;08:00;48.94485;13.40234
872;07/05/2021;01:30;49.039643;13.301537
873;31/03/2022;559:12:00;48.92407;13.374083
874;24/01/2021;11:00;49.003073;13.372028
875;12/08/2021;21:50;49.013193;13.390344
876;09/12/2021;09:15;48.91944;13.45512
877;27/01/2022;08:30;48.94485;13.40234
878;01/04/2021;510:00:00;49.006574;13.368147
879;27/12/2021;NA:NA;48.88511;13.510154
880;17/12/2021;14:20;48.94485;13.40234
881;08/01/2022;17:25;49.053167;13.302462
882;25/04/2021;22:30;49.037486;13.320826
883;09/08/2021;21:35;48.95544;13.34551
884;07/07/2021;NA:NA;48.914097;13.556894
885;20/12/2021;17:20;49.081263;13.236395
886;06/11/2021;17:35;49.08131;13.236188
887;11/01/2022;487:12:00;49.067104;13.241605
888;14/01/2022;NA:NA;48.917234;13.427348
889;15/11/2021;NA:NA;48.910184;13.425707
890;03/10/2021;NA:NA;48.94113;13.55743
891;10/08/2021;05:45;48.933459;13.44006
892;25/10/2021;19:10;48.900379;13.4768
894;17/12/2021;19:30;49.066802;13.271643
895;18/12/2021;17:30;49.049663;13.306153
896;11/02/2022;21:30;48.902721;13.456022
897;22/06/2021;22:05;49.027292;13.329979
898;11/01/2022;487:12:00;49.067104;13.241605
899;11/12/2021;NA:NA;48.919457;13.451777
900;30/12/2022;17:20;49.093704;13.238313
901;01/02/2022;08:30;49.021427;13.328445
902;04/04/2021;21:30;49.037498;13.32018
903;27/10/2021;08:00;49.027093;13.341233
904;03/12/2021;17:45;0;0
905;01/07/2021;NA:NA;48.878782;13.567536
906;22/06/2021;22:50;49.037486;13.320826
907;08/09/2021;19:10;48.983243;13.367978
909;29/01/2022;09:00;49.020679;13.329677
910;22/01/2022;18:00;49.089418;13.213089
911;29/08/2021;20:50;48.95534;13.34596
912;15/06/2021;NA:NA;48.912258;13.455567
913;17/09/2021;NA:NA;48.897455;13.559763
914;06/12/2021;16:15;48.900379;13.4768
915;03/10/2021;NA:NA;48.94113;13.55743
916;22/10/2021;08:30;48.943379;13.39967
917;11/06/2021;NA:NA;48.94113;13.55743
918;02/09/2021;19:30;49.081305;13.236219
919;17/08/2021;NA:NA;48.897455;13.559763
920;06/02/2022;NA:NA;48.917097;13.42684
